NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
SMAN SITURAJA,20208391,Situraja,Kec. Situraja,Kab. Sumedang,45371,-6.8412,108.0176,NEGERI,A
SMAN TANJUNGSARI,20208392,Gudang,Kec. Tanjungsari,Kab. Sumedang,45362,-6.897,107.8104,NEGERI,A
SMAN TOMO,20235624,Tomo,Kec. Tomo,Kab. Sumedang,45382,-6.7636,108.1258,NEGERI,A
SMA ISLAM TERPADU INSAN SEJAHTERA,70011439,Sukajaya,Kec. Sumedang Selatan,Kab. Sumedang,45311,-6.8721,107.9172,SWASTA,A
SMA PLUS AL-AQSHA,69992302,Cibeusi,Kec. Jatinangor,Kab. Sumedang,45363,-6.9361,107.7604,SWASTA,A
SMA PLUS AL-MUNAWWAARAH,69964748,Gunungmanik,Kec. Tanjungsari,Kab. Sumedang,45362,-6.900388,107.821387,SWASTA,A
SMA Plus Ulumul Quran Al Mustofa,70008586,Citali,Kec. Pamulihan,Kab. Sumedang,-,-6.8866,107.8105,SWASTA,B
SMA ZUMROTUL MUTTAQIEN,69953978,Situraja Utara,Kec. Situraja,Kab. Sumedang,45371,-6.8377,108.0191,SWASTA,B
SMAS AL MASOEM JATINANGOR,20235625,Cipacing,Kec. Jatinangor,Kab. Sumedang,45363,-6.9472,107.7587,SWASTA,A
SMAS DARUL FATWA JATINANGOR,20235618,Jatiroke,Kec. Jatinangor,Kab. Sumedang,45363,-6.9395,107.7896,SWASTA,A
SMAS PASUNDAN TANJUNGSARI,20208424,Gudang,Kec. Tanjungsari,Kab. Sumedang,45362,-6.8974,107.8098,SWASTA,A
SMAS PGRI PARAKAN MUNCANG,20235626,Sindangpakuon,Kec. Cimanggung,Kab. Sumedang,45364,-6.96292,107.827736,SWASTA,A
SMAS PGRI SITURAJA,20208425,Jatimekar,Kec. Situraja,Kab. Sumedang,45371,-6.8479,108.0275,SWASTA,B
SMAS PLUS AL-FALAH JATINANGOR,20251886,Cileles,Kec. Jatinangor,Kab. Sumedang,45363,-6.9108,107.7764,SWASTA,B
SMAS PLUS GUNA CIPTA,20235628,Sindanggalih,Kec. Cimanggung,Kab. Sumedang,45364,-6.9616,107.8132,SWASTA,A
SMAS YADIKA SUMEDANG,20271298,Gudang,Kec. Tanjungsari,Kab. Sumedang,45362,-6.8973,107.8089,SWASTA,A
SMAS YKM TANJUNGSARI,20235629,Gudang,Kec. Tanjungsari,Kab. Sumedang,45362,-6.8966,107.8095,SWASTA,A
SMA NEGERI 1 SALOPA,69964365,Mulyasari,Kec. Salopa,Kab. Tasikmalaya,46192,-7.5441,108.3241,NEGERI,B
SMAN 1 BANTARKALONG,20262716,Pamijahan,Kec. Bantarkalong,Kab. Tasikmalaya,46187,-7.5766,108.097,NEGERI,A
SMAN 1 CIAWI,20210768,Pasirhuni,Kec. Ciawi,Kab. Tasikmalaya,46156,-7.1381,108.1441,NEGERI,A
SMAN 1 CIGALONTANG,20238548,Lengkongjaya,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.3526,108.0354,NEGERI,A
SMAN 1 CIKALONG,20210767,Singkir,Kec. Cikalong,Kab. Tasikmalaya,46195,-7.7341,108.18,NEGERI,A
SMAN 1 CIKATOMAS,20210766,Pakemitan,Kec. Cikatomas,Kab. Tasikmalaya,46193,-7.6108,108.2617,NEGERI,A
SMAN 1 CINEAM,20210765,Madiasari,Kec. Cineam,Kab. Tasikmalaya,46198,-7.3862,108.356,NEGERI,A
SMAN 1 CIPATUJAH,20210764,Cipatujah,Kec. Cipatujah,Kab. Tasikmalaya,46189,-7.7476,108.019,NEGERI,A
SMAN 1 CISAYONG,69881559,Cisayong,Kec. Cisayong,Kab. Tasikmalaya,46153,-7.262,108.1448,NEGERI,A
SMAN 1 JAMANIS,69969278,Karangresik,Kec. Jamanis,Kab. Tasikmalaya,46175,-7.1766,108.158,NEGERI,B
SMAN 1 JATIWARAS,20210763,Papayan,Kec. Jatiwaras,Kab. Tasikmalaya,46180,-7.4674,108.2018,NEGERI,A
SMAN 1 KARANGNUNGGAL,20210742,Karangnunggal,Kec. Karangnunggal,Kab. Tasikmalaya,46186,-7.6263,108.133,NEGERI,A
SMAN 1 MANONJAYA,20210741,Margaluyu,Kec. Manonjaya,Kab. Tasikmalaya,46197,-7.3474,108.3005,NEGERI,A
SMAN 1 SARIWANGI,20210780,Sukamulih,Kec. Sariwangi,Kab. Tasikmalaya,46465,-7.3159,108.0721,NEGERI,A
SMAN 1 SINGAPARNA,20210740,Sukamulya,Kec. Singaparna,Kab. Tasikmalaya,13924,-7.3544,108.1194,NEGERI,A
SMAN 1 SODONGHILIR,20210719,Sepatnunggal,Kec. Sodonghilir,Kab. Tasikmalaya,46473,-7.5016,108.0825,NEGERI,A
SMAN 1 TARAJU,20210718,Singasari,Kec. Taraju,Kab. Tasikmalaya,46474,-7.457,108.0005,NEGERI,A
SMAN 2 SINGAPARNA,69788581,Cikunir,Kec. Singaparna,Kab. Tasikmalaya,46418,-7.3452,108.1477,NEGERI,A
SMA AL-KAUTSAR,69954465,Tenjonagara,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.318373,108.002403,SWASTA,B
SMA AT-TAJDID BOARDING SCHOOL,69934717,Singaparna,Kec. Singaparna,Kab. Tasikmalaya,46411,-7.3458,108.1113,SWASTA,B
SMA GAZA,69934744,Pusparaja,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.3542,108.0237,SWASTA,A
SMA GEMAYASIH BOARDING SCHOOL,70026552,Cibungur,Kec. Parungponteng,Kab. Tasikmalaya,46183,-7.5127,108.1328,SWASTA,B
SMA ISLAM BINA INSAN MANDIRI,69830500,Hegarwangi,Kec. Bantarkalong,Kab. Tasikmalaya,46187,-7.6066,108.1069,SWASTA,B
SMA ISLAM CIPICUNG,20238547,Puspamukti,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.3486,108.0139,SWASTA,B
SMA ISLAM TERPADU AL-FAQIH,69983922,Kalimanggis,Kec. Manonjaya,Kab. Tasikmalaya,46197,-7.364366,108.302368,SWASTA,A
SMA Islam Terpadu Nurul Jannah,69947328,Kiarajangkung,Kec. Sukahening,Kab. Tasikmalaya,46154,-7.2057,108.1303,SWASTA,B
SMA IT AR-ROHMAH,69935715,Cibeber,Kec. Cikalong,Kab. Tasikmalaya,46195,-7.7154,108.1917,SWASTA,B
SMA IT QOSHRUL MUHAJIRIN,70005381,Cilampunghilir,Kec. Padakembang,Kab. Tasikmalaya,46466,-7.2925144,108.1156269,SWASTA,B
SMA IT UMMUL QURO,69952223,Kawitan,Kec. Salopa,Kab. Tasikmalaya,46192,-7.5821,108.0977931,SWASTA,B
SMA IT YASHUDA,69934911,Sinagar,Kec. Sukaratu,Kab. Tasikmalaya,46152,-7.2827721,108.1404858,SWASTA,C
SMA KYAI HAJI SAEPUDIN ZUHRI,70011500,Mandalaguna,Kec. Salopa,Kab. Tasikmalaya,46192,0.0003,0.0002,SWASTA,B
SMA NANGTANG,69953926,Nangtang,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.3577,107.9991,SWASTA,B
SMA NURUL FALAH,69758461,Cidugaleun,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.2798,108.0205,SWASTA,A
SMA PLUS AL-HIKMAH SUKARAJA,69954549,Janggala,Kec. Sukaraja,Kab. Tasikmalaya,46183,-7.4574,108.1911,SWASTA,B
SMA PLUS AL-MUBAROK,69934745,Karyamandala,Kec. Salopa,Kab. Tasikmalaya,46192,-7.5433,108.2832,SWASTA,B
SMA PLUS ASSYIFA,69934728,Cibeber,Kec. Cikalong,Kab. Tasikmalaya,46195,-7.7017,108.1945,SWASTA,C
SMA PLUS KOMARULAHYAR,69934741,Bojongkapol,Kec. Bojonggambir,Kab. Tasikmalaya,46475,-7.5968,107.9536,SWASTA,B
SMA PLUS PANCATENGAH,69809508,Pancawangi,Kec. Pancatengah,Kab. Tasikmalaya,46194,-7.6985,108.3076,SWASTA,B
SMA PUSAKA KABUPATEN TASIKMALAYA,70044352,Cikeusal,Kec. Tanjungjaya,Kab. Tasikmalaya,46184,-7.4386,108.1247,SWASTA,Belum/Tidak Terakreditasi
SMA QURANIC SCIENCE BOARDING SCHOOL,70006483,Ciampanan,Kec. Cineam,Kab. Tasikmalaya,46198,-7.3863,108.3883,SWASTA,A
SMA SABILUL HUDA,69897019,Sukasukur,Kec. Mangunreja,Kab. Tasikmalaya,46462,-7.3734,108.074,SWASTA,B
SMA TERPADU BABUSSALAM,69870672,Calingcing,Kec. Sukahening,Kab. Tasikmalaya,46154,-7.208894,108.132695,SWASTA,B
SMA TERPADU DARUZZAHRA,70040371,Kurniabakti,Kec. Ciawi,Kab. Tasikmalaya,-,-7.151,108.1389,SWASTA,Belum/Tidak Terakreditasi
SMA TERPADU MANAHIJUL HUDA,69934747,Sukaraja,Kec. Rajapolah,Kab. Tasikmalaya,46155,-7.2073,108.1668,SWASTA,A
SMA TERPADU SALMAN AL-FARISI,69934731,Girijaya,Kec. Bojongasih,Kab. Tasikmalaya,46188,-7.5866,108.1147,SWASTA,C
SMA TUNAS NUSANTARA,69899135,Parentas,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.3388,108.0056,SWASTA,C
SMAS AL HIDAYAH CUKANGKAWUNG,20210746,Cukangkawung,Kec. Sodonghilir,Kab. Tasikmalaya,46473,-7.4744,108.017,SWASTA,B
SMAS AL HIDAYAH PUSPAHIANG,20210748,Luyubakti,Kec. Puspahiang,Kab. Tasikmalaya,46472,-7.4191,108.0811,SWASTA,B
SMAS AL MUCHTAR SINGAPARNA,20210747,Cikadongdong,Kec. Singaparna,Kab. Tasikmalaya,46418,-7.3458,108.1655,SWASTA,B
SMAS AL MUKROM,20210774,Bojonggambir,Kec. Bojonggambir,Kab. Tasikmalaya,46475,-7.5173,107.9794,SWASTA,A
SMAS AL-IDRIS,69758462,Linggasirna,Kec. Sariwangi,Kab. Tasikmalaya,46465,-7.3373,108.0867,SWASTA,B
SMAS IJTIMAUL AHADIAH,20262713,Taraju,Kec. Taraju,Kab. Tasikmalaya,46474,-7.4241,108.0014,SWASTA,B
SMAS ISLAM CIPASUNG,20210745,Cipakat,Kec. Singaparna,Kab. Tasikmalaya,46417,-7.3499,108.1272,SWASTA,A
SMAS ISLAM TERPADU RIYADLUSSHOLIHIN,20253274,Tawangbanteng,Kec. Sukaratu,Kab. Tasikmalaya,46152,-7.3018,108.1407,SWASTA,B
SMAS IT MIFTAHULHUDA,69753509,Bojongasih,Kec. Bojongasih,Kab. Tasikmalaya,46187,-7.5764,108.1091,SWASTA,B
SMAS ITTIHADUL UMMAT,20229514,Cikeusal,Kec. Tanjungjaya,Kab. Tasikmalaya,46184,-7.4552,108.11,SWASTA,B
SMAS KHZ MUSTHAFA SUKAMANAH,20210743,Sukarapih,Kec. Sukarame,Kab. Tasikmalaya,46461,-7.3779,108.1365,SWASTA,A
SMAS MIFTAHUL ULUM,20229515,Tanjungsari,Kec. Gunungtanjung,Kab. Tasikmalaya,46197,-7.3886,108.2973,SWASTA,A
SMAS MUHAMMADIYAH RAWA,20210760,Linggawangi,Kec. Leuwisari,Kab. Tasikmalaya,46464,-7.3174,108.0828,SWASTA,B
SMAS MUHAMMADIYAH SINGAPARNA,20210761,Singaparna,Kec. Singaparna,Kab. Tasikmalaya,46411,-7.3465,108.1115,SWASTA,A
SMAS NURUL AMANAH SALAWU,20210762,Neglasari,Kec. Salawu,Kab. Tasikmalaya,46471,-7.3655,107.9971,SWASTA,A
SMAS NURUL WAFA,20229516,Sukarame,Kec. Sukarame,Kab. Tasikmalaya,46461,-7.3655,108.1373,SWASTA,A
SMAS PESANTREN CINTAWANA,20210779,Cikunten,Kec. Singaparna,Kab. Tasikmalaya,46414,-7.3614,108.1046,SWASTA,A
SMAS PGRI 43 SINGAPARNA,20210778,Singaparna,Kec. Singaparna,Kab. Tasikmalaya,46411,-7.3474,108.119,SWASTA,A
SMAS PGRI SALAWU,20210775,Margalaksana,Kec. Salawu,Kab. Tasikmalaya,46471,-7.3769,108.0458,SWASTA,A
SMAS PLUS AL WAHID SALAWU,20210773,Tenjowaringin,Kec. Salawu,Kab. Tasikmalaya,46471,-7.3309,107.9413,SWASTA,A
SMAS PLUS AL-FALAH,20268843,Cidadap,Kec. Karangnunggal,Kab. Tasikmalaya,46186,-7.7771,108.1177,SWASTA,C
SMAS PLUS MUALLIMIN PERSIS RAJAPOLAH,20210772,Manggungjaya,Kec. Rajapolah,Kab. Tasikmalaya,46155,-7.2196,108.1964,SWASTA,B
SMAS PLUS NURUL ILMI,20210717,Singajaya,Kec. Cibalong,Kab. Tasikmalaya,46185,-7.4996,108.1923,SWASTA,A
SMAS SERBA BAKTI,20210770,Tanjungkerta,Kec. Pagerageung,Kab. Tasikmalaya,46158,-7.1256,108.2153,SWASTA,A
SMAS TERPADU AL-MUKHTAR,69786373,Linggasirna,Kec. Sariwangi,Kab. Tasikmalaya,46465,-7.3365,108.0823,SWASTA,B
SMAS TERPADU DARUSSALAM,20258065,Tanjungpura,Kec. Rajapolah,Kab. Tasikmalaya,46155,-7.1931,108.2043,SWASTA,A
SMAS YAB SUKARATU,20210769,Sinagar,Kec. Sukaratu,Kab. Tasikmalaya,46152,-7.2909,108.1466,SWASTA,A
SMAS YAPPAS AL BAROKAH,20210744,Rancapaku,Kec. Padakembang,Kab. Tasikmalaya,46466,-7.3224,108.1405,SWASTA,A
SMAN 1 BANDUNG,20219271,Lebak Siliwangi,Kec. Coblong,Kota Bandung,40132,-6.8954,107.6125,NEGERI,A
SMAN 10 BANDUNG,20219257,Cikutra,Kec. Cibeunying Kidul,Kota Bandung,40124,-6.9024,107.6434,NEGERI,A
SMAN 11 BANDUNG,20219243,Cigereleng,Kec. Regol,Kota Bandung,40253,-6.9405,107.6104,NEGERI,A
SMAN 12 BANDUNG,20219241,Sukapura,Kec. Kiaracondong,Kota Bandung,40285,-6.9413247,107.6462356,NEGERI,A
SMAN 13 BANDUNG,20219240,Campaka,Kec. Andir,Kota Bandung,40184,-6.9035,107.5651,NEGERI,A
SMAN 14 BANDUNG,20219239,Cicadas,Kec. Cibeunying Kidul,Kota Bandung,40121,-6.903,107.6358,NEGERI,A
SMAN 15 BANDUNG,20219238,Sarijadi,Kec. Sukasari,Kota Bandung,40151,-6.8727,107.5869,NEGERI,A
SMAN 16 BANDUNG,20219237,Babakan Sari,Kec. Kiaracondong,Kota Bandung,40283,-6.9265,107.6568,NEGERI,A
SMAN 17 BANDUNG,20219235,Babakan Ciparay,Kec. Babakan Ciparay,Kota Bandung,40223,-6.942,107.5749,NEGERI,A
SMAN 18 BANDUNG,20219244,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,40233,-6.9383766,107.584911,NEGERI,A
SMAN 19 BANDUNG,20219246,Dago,Kec. Coblong,Kota Bandung,40135,-6.8736218,107.6161322,NEGERI,A
SMAN 2 BANDUNG,20219254,Cipaganti,Kec. Coblong,Kota Bandung,40131,-6.8891,107.6032,NEGERI,A
SMAN 20 BANDUNG,20219253,Citarum,Kec. Bandung Wetan,Kota Bandung,40115,-6.904,107.6222,NEGERI,A
SMAN 21 BANDUNG,20219251,Margasari,Kec. Buahbatu,Kota Bandung,40286,-6.9573,107.6716,NEGERI,A
SMAN 22 BANDUNG,20219250,Turangga,Kec. Lengkong,Kota Bandung,40264,-6.9422,107.6309,NEGERI,A
SMAN 23 BANDUNG,20219249,Antapani Wetan,Kec. Antapani,Kota Bandung,40291,-6.91277,107.6649132,NEGERI,A
SMAN 24 BANDUNG,20219248,Pasir Endah,Kec. Ujungberung,Kota Bandung,40619,-6.9083,107.6887,NEGERI,A
SMAN 25 BANDUNG,20219247,MEKAR JAYA,Kec. Rancasari,Kota Bandung,40613,-6.9665697,107.6652566,NEGERI,A
SMAN 26 BANDUNG,20219233,Cipadung,Kec. Cibiru,Kota Bandung,40614,-6.9173,107.7253,NEGERI,A
SMAN 27 BANDUNG,20265516,Rancanumpang,Kec. Gedebage,Kota Bandung,40295,-6.9592,107.7073,NEGERI,A
SMAN 3 BANDUNG,20219327,Merdeka,Kec. Sumur Bandung,Kota Bandung,40113,-6.9123,107.6149,NEGERI,A
SMAN 4 BANDUNG,20219312,Kebon Jeruk,Kec. Andir,Kota Bandung,40181,-6.9193,107.5962,NEGERI,A
SMAN 5 BANDUNG,20219309,Merdeka,Kec. Sumur Bandung,Kota Bandung,40113,-6.912,107.6154,NEGERI,A
SMAN 6 BANDUNG,20219306,Arjuna,Kec. Cicendo,Kota Bandung,40172,-6.9113,107.5978,NEGERI,A
SMAN 7 BANDUNG,20219316,Paledang,Kec. Lengkong,Kota Bandung,40261,-6.923,107.615,NEGERI,A
SMAN 8 BANDUNG,20219326,Turangga,Kec. Lengkong,Kota Bandung,40264,-6.9383,107.6258,NEGERI,A
SMAN 9 BANDUNG,20219324,Pajajaran,Kec. Cicendo,Kota Bandung,40173,-6.901,107.5858,NEGERI,A
Sekolah Menengah Atas Kristen (SMAK) BPK Penabur Banda,70028130,Citarum,Kec. Bandung Wetan,Kota Bandung,40115,-6.9055547,107.6163959,SWASTA,A
SMA AL BIRUNI CERDAS MULIA,69965368,Cipadung Kidul,Kec. Panyileukan,Kota Bandung,40614,-6.9405,107.7113,SWASTA,A
SMA AL FALAH KOTA BANDUNG,20219758,Dago,Kec. Coblong,Kota Bandung,40135,-6.8831,107.613,SWASTA,A
SMA AL KENZIE,70006693,Cijaura,Kec. Buahbatu,Kota Bandung,-,-6.9574,107.6567,SWASTA,A
SMA Al-Ihsan Cimencrang Bandung,70032509,Cimincrang,Kec. Gedebage,Kota Bandung,40292,-6.9446,107.7059,SWASTA,B
SMA BANDUNG INDEPENDENT SCHOOL,69850868,Sukawarna,Kec. Sukajadi,Kota Bandung,40164,-6.8845,107.5807,SWASTA,B
SMA BPK PENABUR HOLIS,69895400,Cigondewah Kidul,Kec. Bandung Kulon,Kota Bandung,40214,-6.9386,107.5645,SWASTA,A
SMA Citra Cemara,70024550,Cibuntu,Kec. Bandung Kulon,Kota Bandung,40212,-6.9196,107.571,SWASTA,A
SMA Daarut Tauhiid Boarding School Putri,70029866,Gegerkalong,Kec. Sukasari,Kota Bandung,40153,-6.8641,107.59,SWASTA,A
SMA EDU GLOBAL,69946479,Merdeka,Kec. Sumur Bandung,Kota Bandung,40132,-6.8968,107.613,SWASTA,A
SMA EL FITRA,70032579,Cisaranten Kidul,Kec. Gedebage,Kota Bandung,40294,-6.9391,107.6799,SWASTA,A
SMA Global Prestasi Bandung,69953506,Ciumbuleuit,Kec. Cidadap,Kota Bandung,40142,-6.862,107.6176,SWASTA,A
SMA HARAPAN KASIH,69979164,Mekar Wangi,Kec. Bojong Loa Kidul,Kota Bandung,40237,-6.9527,107.6034,SWASTA,A
SMA INTELIGENSIA,70011502,Cipadung Kulon,Kec. Panyileukan,Kota Bandung,40619,-6.9213,107.7099,SWASTA,A
SMA KARTIKA XIX-2,20219725,Gegerkalong,Kec. Sukasari,Kota Bandung,40153,-6.8652,107.5877,SWASTA,A
SMA KRISTEN BPPK,20219810,Kebon Jeruk,Kec. Andir,Kota Bandung,40181,-6.9162,107.5986,SWASTA,A
SMA Kuntum Cemerlang,69895412,Ciumbuleuit,Kec. Cidadap,Kota Bandung,40143,-6.8621,107.6018,SWASTA,A
SMA Nehru Memorial School,69895438,Braga,Kec. Sumur Bandung,Kota Bandung,40111,-6.921148,107.628188,SWASTA,C
SMA PELITA FAJAR,69991690,Jamika,Kec. Bojong Loa Kaler,Kota Bandung,40231,-6.9271691,107.5945257,SWASTA,A
SMA PELITA NUSANTARA,69882370,Campaka,Kec. Andir,Kota Bandung,40184,-6.9016,107.5691,SWASTA,A
SMA PGII 1,20219782,Lebak Gede,Kec. Coblong,Kota Bandung,40132,-6.898,107.6168,SWASTA,A
SMA PGII 2,20219781,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,40122,-6.9004,107.6334,SWASTA,A
SMA SANTA MARIA 2,20219264,Cicaheum,Kec. Kiaracondong,Kota Bandung,40282,-6.9081,107.6513,SWASTA,A
SMA TEMASEK INDEPENDENT SCHOOL,69935558,Gegerkalong,Kec. Sukasari,Kota Bandung,40153,-6.877179,107.594119,SWASTA,Belum/Tidak Terakreditasi
SMA TUNAS UNGGUL,70023547,Karang Pamulang,Kec. Mandalajati,Kota Bandung,40194,-6.8989185,107.6754884,SWASTA,B
SMAIT MIFTAHUL KHOIR,20219716,Dago,Kec. Coblong,Kota Bandung,40135,-6.8803204,107.6214833,SWASTA,B
SMAK BPK PENABUR SINGGASANA,70012920,Mekar Wangi,Kec. Bojong Loa Kidul,Kota Bandung,-,-6.9536,107.5989,SWASTA,A
SMAK GAMALIEL,20253894,Cibadak,Kec. Astanaanyar,Kota Bandung,40241,-6.9202,107.5897,SWASTA,A
SMAS 19 BUMI SIL,20219749,Sekeloa,Kec. Coblong,Kota Bandung,40134,-6.8897,107.6273,SWASTA,A
SMAS ADVENT,20219751,Kebon Pisang,Kec. Sumur Bandung,Kota Bandung,40112,-6.9208,107.6164,SWASTA,A
SMAS ADVENT CIMINDI BANDUNG,20219760,Campaka,Kec. Andir,Kota Bandung,40184,-6.9068,107.5704,SWASTA,A
SMAS AL HADI,20219757,Karang Pamulang,Kec. Mandalajati,Kota Bandung,40194,-6.9037,107.6674,SWASTA,A
SMAS AL ISLAM,20265517,Cisurupan,Kec. Cibiru,Kota Bandung,40614,-6.91,107.7227,SWASTA,A
SMAS ALFA CENTAURI,20265518,Citarum,Kec. Bandung Wetan,Kota Bandung,40115,-6.9013,107.6241,SWASTA,A
SMAS ALLOYSIUS 1,20219263,Citarum,Kec. Bandung Wetan,Kota Bandung,40115,-6.9055,107.6122,SWASTA,A
SMAS ALLOYSIUS 2,20219262,Mengger,Kec. Bandung Kidul,Kota Bandung,40267,-6.9554,107.6236,SWASTA,A
SMAS ANGKASA,20219756,Husen Sastranegara,Kec. Cicendo,Kota Bandung,40174,-6.9062,107.583,SWASTA,A
SMAS BAITURRAHMAN,20247287,Pasirjati,Kec. Ujungberung,Kota Bandung,40616,-6.9086,107.706,SWASTA,A
SMAS BINA BHAKTI 1,20219731,Arjuna,Kec. Cicendo,Kota Bandung,40172,-6.9122,107.5951,SWASTA,A
SMAS BINA BHAKTI 2,20219729,Arjuna,Kec. Cicendo,Kota Bandung,40172,-6.9077,107.5842,SWASTA,A
SMAS BINA DHARMA 1 BANDUNG,20219752,Gegerkalong,Kec. Sukasari,Kota Bandung,40153,-6.8699,107.5926,SWASTA,A
SMAS BINA DHARMA 2 BANDUNG,20219739,Babakan Sari,Kec. Kiaracondong,Kota Bandung,40283,-6.9226,107.6521,SWASTA,A
SMAS BINTANG MULIA,20269170,Mekar Wangi,Kec. Bojong Loa Kidul,Kota Bandung,40237,-6.9549,107.6148,SWASTA,A
SMAS BPI 1 BANDUNG,20219738,BURANGRANG,Kec. Lengkong,Kota Bandung,40262,-6.9239,107.6194,SWASTA,A
SMAS BPK 1 PENABUR BANDUNG,20219730,Pamoyanan,Kec. Cicendo,Kota Bandung,40173,-6.9058,107.6054,SWASTA,A
SMAS BPK 2 PENABUR,20219728,Pamoyanan,Kec. Cicendo,Kota Bandung,40173,-6.9037,107.5966,SWASTA,A
SMAS BPK 3 PENABUR BANDUNG,20219715,Campaka,Kec. Andir,Kota Bandung,40184,-6.8986,107.5637,SWASTA,A
SMAS BPN,20219723,Cipadung,Kec. Cibiru,Kota Bandung,40614,-6.9263,107.7176,SWASTA,B
SMAS BUNGA BANGSA BANDUNG,20219721,Ciumbuleuit,Kec. Cidadap,Kota Bandung,40142,-6.8636,107.6214,SWASTA,B
SMAS DARUL HIKAM BANDUNG,20219720,Sekeloa,Kec. Coblong,Kota Bandung,40134,-6.9029,107.6328,SWASTA,A
SMAS DARUL QUR AN,20272023,Pasanggrahan,Kec. Ujungberung,Kota Bandung,40616,-6.909,107.7143,SWASTA,A
SMAS GUNA DHARMA,20219718,Cipadung Kulon,Kec. Panyileukan,Kota Bandung,40614,-6.9183,107.7065,SWASTA,A
SMAS INDONESIA RAYA BANDUNG,20219717,Sukawarna,Kec. Sukajadi,Kota Bandung,40164,-6.889,107.5809,SWASTA,A
SMAS ISTIQAMAH,20274909,Sekejati,Kec. Buahbatu,Kota Bandung,40286,-6.9453,107.6465,SWASTA,A
SMAS JEND SUDIRMAN BANDUNG,20246324,Suka Asih,Kec. Bojong Loa Kaler,Kota Bandung,40233,-6.9329,107.592,SWASTA,A
SMAS KALAM KUDUS,20219795,Cibaduyut,Kec. Bojong Loa Kidul,Kota Bandung,40573,-6.9120588,107.6109015,SWASTA,A
SMAS KARTIKA XIX-1,20219727,Cihapit,Kec. Bandung Wetan,Kota Bandung,40114,-6.9092,107.627,SWASTA,A
SMAS KARTIKA XIX-3,20219726,Merdeka,Kec. Sumur Bandung,Kota Bandung,40113,-6.9096,107.611,SWASTA,A
SMAS KARYA PEMBANGUNAN 2,20219735,Pasir Endah,Kec. Ujungberung,Kota Bandung,40619,-6.9074,107.6884,SWASTA,A
SMAS KEMAH IND 2,20219734,Sekeloa,Kec. Coblong,Kota Bandung,40133,-6.8878,107.6252,SWASTA,B
SMAS KEMALA BHAYANGKARI,20219733,Malabar,Kec. Lengkong,Kota Bandung,40262,-6.9319,107.622,SWASTA,A
SMAS KIFAYATUL ACHYAR,20219732,Cipadung,Kec. Cibiru,Kota Bandung,40614,-6.9334,107.7168,SWASTA,A
SMAS KRIDA NUSANTARA,20219270,Cipadung,Kec. Cibiru,Kota Bandung,40614,-6.9143,107.728,SWASTA,A
SMAS KRISTEN DAGO,20219797,Lebak Siliwangi,Kec. Coblong,Kota Bandung,40132,-6.8968,107.6116,SWASTA,A
SMAS KRISTEN HIDUP BARU,20219796,Ciumbuleuit,Kec. Cidadap,Kota Bandung,40142,-6.8657,107.606,SWASTA,A
SMAS KRISTEN PAULUS,20219794,Pasirkaliki,Kec. Cicendo,Kota Bandung,40171,-6.9036,107.5995,SWASTA,A
SMAS LABORATORIUM - PERCONTOHAN UPI,20219790,Isola,Kec. Sukasari,Kota Bandung,40154,-6.8617,107.5923,SWASTA,A
SMAS LANGLANGBUANA,20219788,Sukamiskin,Kec. Arcamanik,Kota Bandung,40293,-6.9073,107.6763,SWASTA,A
SMAS LPPN,20219799,Ciroyom,Kec. Andir,Kota Bandung,40182,-6.9156,107.585,SWASTA,B
SMAS MAARIF BANDUNG,20219800,Lingkar Selatan,Kec. Lengkong,Kota Bandung,40263,-6.9279,107.6252,SWASTA,B
SMAS MEDINA BANDUNG,20219808,Burangrang,Kec. Lengkong,Kota Bandung,40262,-6.9307,107.6188,SWASTA,C
SMAS MUHAMMADIYAH 1,20219807,Malabar,Kec. Lengkong,Kota Bandung,40262,-6.9127,107.5804,SWASTA,A
SMAS MUHAMMADIYAH 2,20219806,Antapani Kidul,Kec. Antapani,Kota Bandung,40291,-6.9176,107.6552,SWASTA,A
SMAS MUHAMMADIYAH 3,20219805,Turangga,Kec. Lengkong,Kota Bandung,40264,-6.9328,107.6242,SWASTA,A
SMAS MUHAMMADIYAH 4,20219804,Palasari,Kec. Cibiru,Kota Bandung,40615,-6.9155,107.7179,SWASTA,A
SMAS MUTIARA 1,20219801,Garuda,Kec. Andir,Kota Bandung,40184,-6.9079,107.5778,SWASTA,A
SMAS MUTIARA 2 BANDUNG,20219787,CAMPAKA,Kec. Andir,Kota Bandung,40184,-6.9141,107.5816,SWASTA,B
SMAS MUTIARA BUNDA,20258092,Sukamiskin,Kec. Arcamanik,Kota Bandung,40293,-6.9092,107.6694,SWASTA,A
